Report_Date,business_date,batch_timestamp,account_uuid,plan_uuid,schedule_id,institution_id,Product_ID,error
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,24f9e0e0-b5af-40db-abc5-7bf83aab8dc9,2c7a23f6-fe75-4cf8-8d7c-a71660edac15,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,4a4ec1f6-f622-4596-8bdf-6cc694859a76,0c00d8dc-ad7d-4919-9c96-d615a14308ce,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,4a4ec1f6-f622-4596-8bdf-6cc694859a76,778de907-e6ae-4f24-88da-2303796272a9,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,e5a5be0e-ba8d-4f08-92dd-20d6df4d13dc,c5c1ce0c-ae84-4581-9b38-911822ee60d6,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,d3a2e348-e211-4e25-a40a-0c177bae3aee,b71ba078-77ba-4428-9777-6c52c5ce22b1,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,e5a5be0e-ba8d-4f08-92dd-20d6df4d13dc,9e6609e4-805b-4fdb-ac90-2424f35a4c2c,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,d3a2e348-e211-4e25-a40a-0c177bae3aee,e7ec8fcd-a556-45de-ba6b-b6046caeed70,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,04937928-3275-4b04-8e6d-1f3c1c5e19b9,0d6fb759-1480-448c-afcd-13931985b54d,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,04937928-3275-4b04-8e6d-1f3c1c5e19b9,912cc69c-96b0-42b7-83a2-3813524ad71d,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,f0b2290a-08e4-47c2-be81-d250af233431,04cb18ec-60a5-4aff-a058-31ed37bfd5fd,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,f0b2290a-08e4-47c2-be81-d250af233431,bde437a1-fb84-4ace-9bb0-b11d1e73c886,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,3d949aa8-d2f8-4cbd-b5d0-486011da5982,fd74f7ae-bbf5-4c70-8fd7-ffe3459aab7f,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,59593494-64c4-4738-a4ea-ae04afca29c5,0b81aee1-c773-46e8-a3e9-292554b696e5,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,3d949aa8-d2f8-4cbd-b5d0-486011da5982,ab944c2d-70b9-4c51-b58d-269f82d19ab4,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,59593494-64c4-4738-a4ea-ae04afca29c5,b3395ddc-e9e8-49a3-8c47-749adb5f1fd3,1,6969,7131,CRS_COMPUTATION_ERROR
