UNIVERSALUNIQUEID,INSTITUTIONID,INTRADAYTHRESHOLDAMOUNT,HELDDAYS_LESSTHANINTRADAYTHRESHOLD,HELDDAYS_GREATERTHANINTRADAYTHRESHOLD,STARTDATE,TRANSACTIONCODE, ACHSucessfulPaymentThreshold
c14dfb96-fb96-4e7e-86b9-cf2266c45098,6969,1000,6,2,20180212111440,0,0
3e28a343-646e-463e-8d74-bb37db2c92fb,6969,1000,5,2,20180212111440,0,0
7bdb7bd1-4b0a-4d01-b848-2fb5824b10c3,6969,1000,2,0,20180212111440,0,0
839bd323-2469-4e28-8695-a7c3531bc5b7,6969,1000,6,6,20180212111440,0,0
610b824e-abc8-4716-9935-4cb22b84b547,6969,1000,2,0,20180212111440,0,0
5b569d04-37a4-4f2c-a795-ccb42ecf42a4,6969,1000,4,4,20180212111440,0,0
f11397ab-99b7-4f31-93f0-49c11f8fb21b,6969,1000,3,3,20180212111440,0,0
7f553e1d-1fad-480d-89e0-4290c4e1a83a,6969,1000,0,0,20180212111440,0,0
2c560fab-fee7-45d6-ace2-3e36cc254bfc,6969,1000,1,3,20180212111440,0,0
da2bc30f-4148-43da-babe-0dd97e0bcc59,6969,1000,0,1,20180212111440,0,0
bf5c2949-64f7-458c-a18b-bbb184776588,6969,1000,4,2,20180212111440,0,0
73d17823-8fa7-453e-bdd0-c2ddb2662bc0,6969,1000,4,6,20180212111440,0,0
cc87b069-ee82-4516-a8e1-83b7615d2eda,6969,1000,1,2,20180212111440,0,0
09b9c7fd-3214-4f05-99bf-82270515559e,6969,1000,3,0,20180212111440,0,0
b1f132c6-0567-4cfe-8c0e-1f0b5e6301e9,6969,1000,6,4,20180212111440,0,0
5bbaf651-163c-433d-a3ff-8d96cb13aff3,6969,1000,5,5,20180212111440,0,0
fb921398-87a3-4511-ba2c-a5bc1f567bfe,6969,1000,2,2,20180212111440,0,0
59f09350-e9a6-435c-bbc1-eb0549fc6c2e,6969,1000,1,4,20180212111440,0,0
7b8c26a2-e65e-468b-9d89-b88b7ec277fc,6969,1000,5,6,20180212111440,0,0
d1478115-44a3-42b6-88f6-ef287115b1a1,6969,1000,5,0,20180212111440,0,0
ac8f2eda-27ab-43a3-b023-62284a474a29,6969,1000,0,5,20180212111440,0,0
92ae98eb-f6c2-443b-b2ae-583567cd053f,6969,1000,2,6,20180212111440,0,0
6a17d270-76b3-4a01-b6d4-13ad113a37ab,6969,1000,4,6,20180212111440,0,0
2f4a911c-05fe-4c26-8200-a5630f4f3f18,6969,1000,6,0,20180212111440,0,0
64b4cceb-3971-44e2-8e80-35c10cd581cb,6969,1000,3,0,20180212111440,0,0
9bf4a936-9291-4104-93d6-d9378da2e679,6969,1000,3,3,20180212111440,0,0
2495d1ff-b2ee-4bde-974e-2b7e3550ff1f,6969,1000,0,1,20180212111440,0,0
94e70614-a51c-4bcd-800c-e30aac732408,6969,1000,4,4,20180212111440,0,0
a5113c6a-7bd8-4b8c-8333-70d551a580d0,6969,1000,1,2,20180212111440,0,0
e9157774-3ec8-4f9b-b781-7085abf5acf0,6969,1000,6,2,20180212111440,0,0
91638f30-6521-457e-9c52-2fa8c8ae3a5a,6969,1000,1,5,20180212111440,0,0
4bdd8389-d60f-4a51-b146-79374d7730fe,6969,1000,6,5,20180212111440,0,0
6f3b352e-7913-4477-8b7f-b555272e27ba,6969,1000,3,3,20180212111440,0,0
57a29fe0-8be8-48bc-8fd4-269638a15939,6969,1000,6,4,20180212111440,0,0
afb07038-e232-4905-8d90-ab882cd6cf3c,6969,1000,4,0,20180212111440,0,0
0ead43fe-a0a2-4ba1-bf24-f869bf8f2e06,6969,1000,6,2,20180212111440,0,0
dd8421f9-cb37-4778-990b-3faa0d18bd8e,6969,1000,6,0,20180212111440,0,0
6ac66cfa-67ac-46b8-9394-1e5947e70b20,6969,1000,3,6,20180212111440,0,0
b358207f-6a76-4eb0-b4e7-3e084943fa6b,6969,1000,3,6,20180212111440,0,0
145907fd-69b5-4131-bd8e-3857e731f17d,6969,1000,2,0,20180212111440,0,0
517a2f89-9d85-44f4-b50a-c30ec36b6d9d,6969,1000,6,4,20180212111440,0,0
d71b3a97-7e4e-4568-a544-b52928ee7c87,6969,1000,4,3,20180212111440,0,0
79f33635-7e15-4c20-833e-49a03fb9ac8d,6969,1000,3,0,20180212111440,0,0
379bd484-f6f5-4fe8-bc80-b769a0e51466,6969,1000,0,1,20180212111440,0,0
4b9ad603-7546-4d25-9174-c6312a85b547,6969,1000,3,6,20180212111440,0,0
bfdc9863-c1aa-4d35-8c98-e6df988cd280,6969,1000,3,3,20180212111440,0,0
c89f8ab1-01d8-4d35-9a8b-f06fbaa49d3e,6969,1000,5,6,20180212111440,0,0
caad347f-b5d8-4431-acd8-925b538c0e5e,6969,1000,6,4,20180212111440,0,0
14b360b4-930a-4d24-a11d-8a735a045a20,6969,1000,5,4,20180212111440,0,0
962ea592-3dd1-43e6-9b6d-cdbf968f4621,6969,1000,3,4,20180212111440,0,0
2db692ee-3749-4c3d-ae18-612e31372893,6969,1000,3,4,20180212111440,0,0
95e1b976-32c2-40a3-b083-99c361a2cef8,6969,1000,6,1,20180212111440,0,0
c75d6db8-12c3-4b88-8120-ac05bee6f056,6969,1000,1,5,20180212111440,0,0
15a861d4-7c62-43bd-88ee-b4166cfa386d,6969,1000,5,4,20180212111440,0,0
0c14d8ce-ea67-4632-bbfd-da9764d58d3a,6969,1000,5,4,20180212111440,0,0
d404ba42-28b4-46c3-a521-d34c80c86011,6969,1000,1,4,20180212111440,0,0
a40fb2dc-02d4-45da-895f-7590b90e3799,6969,1000,5,2,20180212111440,0,0
9de85c1c-ef12-4b0e-99db-f4196966b60c,6969,1000,3,1,20180212111440,0,0
0738db74-08eb-403d-9f76-f22f1b9fcd4d,6969,1000,0,4,20180212111440,0,0
3b6eef26-6426-48fd-bfe7-232aa1521607,6969,1000,6,0,20180212111440,0,0
767765fe-1bfd-41da-b442-4e5508d70a77,6969,1000,4,5,20180212111440,0,0
ab8b497b-91f3-4b9a-831f-cbcc8690d1c9,6969,1000,6,6,20180212111440,0,0
2d2798c7-3bf1-4796-81ed-6dd8e7de1b97,6969,1000,1,3,20180212111440,0,0
3c53ac8a-84fe-40bf-98a0-abb6215d371f,6969,1000,4,4,20180212111440,0,0
5964ae74-ee8a-40d5-bcad-7bcb5017a29b,6969,1000,1,1,20180212111440,0,0
6fdd8aea-1930-4a54-bb22-054fcafa74ea,6969,1000,3,6,20180212111440,0,0
668a2ff9-1976-459f-a185-9fc8b770820d,6969,1000,3,0,20180212111440,0,0
b5b18195-c102-4e94-8308-a828bb526668,6969,1000,5,3,20180212111440,0,0
2b24c390-4384-44c4-9622-7fa28891daac,6969,1000,1,2,20180212111440,0,0
663d2944-226f-4e9b-9eda-7dd40c00b6e0,6969,1000,0,0,20180212111440,0,0
ad9fcccf-8cec-4bf3-a23d-fc71369cc9c7,6969,1000,3,3,20180212111440,0,0
8a72071e-914a-4116-ba8d-747645157c05,6969,1000,1,1,20180212111440,0,0
235d8df7-fb54-43d1-98aa-3f090e97759e,6969,1000,3,2,20180212111440,0,0
d483fe1c-5b4c-4af7-98ea-252beed6e571,6969,1000,5,2,20180212111440,0,0
84920ec3-d856-4b35-a1a4-03a2296c23ec,6969,1000,5,6,20180212111440,0,0
e6f7664f-d8aa-4e09-b2ec-d6f7bf9e7827,6969,1000,6,5,20180212111440,0,0
6997dc09-2051-4b2c-8fe2-b7b751ab4181,6969,1000,1,4,20180212111440,0,0
073e3a5d-b5d7-48aa-8f2a-5c50c7141a5c,6969,1000,2,6,20180212111440,0,0
83f15766-387b-41a2-96fb-697ff000058b,6969,1000,1,0,20180212111440,0,0
0211524f-ba17-4b83-b0a7-1474ff015bf6,6969,1000,2,0,20180212111440,0,0
4266a257-4b0c-49f9-983b-79ffe2a7c11f,6969,1000,3,6,20180212111440,0,0
bfb25879-1f93-400d-9f73-82d21e783d24,6969,1000,1,3,20180212111440,0,0
483eeed3-8d77-49cb-9e04-9dcd2ab0f57e,6969,1000,5,1,20180212111440,0,0
2b7f9ecc-d4d6-4bb8-a695-f8c8bc56b9a4,6969,1000,0,2,20180212111440,0,0
11c2d8fe-a678-498e-88be-1ba063cb4f7a,6969,1000,0,3,20180212111440,0,0
e0b19dcd-fa07-46a7-a9c5-77708db4de98,6969,1000,4,6,20180212111440,0,0
5ed16129-8641-42b1-a183-4aea8de3860a,6969,1000,4,1,20180212111440,0,0
2f133206-37a3-4b9a-aa66-207bd2a08410,6969,1000,4,0,20180212111440,0,0
10015a51-3f63-4037-b9d2-16f59c761bfc,6969,1000,0,4,20180212111440,0,0
f39bf9f5-5964-4f5a-98ec-d80823818729,6969,1000,5,1,20180212111440,0,0
4185eb99-b257-4653-b95c-695ff84af02a,6969,1000,1,6,20180212111440,0,0
a1692955-c428-4d56-8c3a-41c1259b48be,6969,1000,4,5,20180212111440,0,0
7529f226-9d1f-4e3d-b584-5baadafd927b,6969,1000,5,4,20180212111440,0,0
e3deccfb-4764-4dab-8216-d418dfc9fac3,6969,1000,0,3,20180212111440,0,0
007ac77f-6776-462b-abaa-0aa043e8f6d3,6969,1000,1,0,20180212111440,0,0
1589d815-7434-44d6-a824-f48989bc4caf,6969,1000,4,3,20180212111440,0,0
32345211-1483-4d52-84a4-9270597fd61f,6969,1000,1,4,20180212111440,0,0
7350006e-1f2f-40eb-9caf-d85fec21b5c4,6969,1000,0,6,20180212111440,0,0
e1633459-9091-46f0-9a6b-f5bb313e2b9e,6969,1000,0,3,20180212111440,0,0
7dd1c555-975e-45c4-9a82-b5c851034d56,6969,1000,6,1,20180212111440,0,0
e6e5e9db-ba31-48d8-8ce2-960c13f0c930,6969,1000,6,2,20180212111440,0,0
7d1ee208-0dc7-489a-b627-dcec1ff3c54f,6969,1000,6,4,20180212111440,0,0
af085cd5-d0dc-4566-98d8-b1b852370b77,6969,1000,3,0,20180212111440,0,0
b24179f5-2b10-473a-9f81-be649e2e3a92,6969,1000,0,0,20180212111440,0,0
b94e1162-609a-40d8-9d96-75ce0882e56e,6969,1000,2,4,20180212111440,0,0
56cedff4-f067-4d9f-a61a-37c36715308a,6969,1000,2,1,20180212111440,0,0
c4a82a41-ff6a-4e48-bbb3-c2b9fe06a721,6969,1000,6,2,20180212111440,0,0
fcf1cb78-2489-4600-8ba7-2bf4616521cb,6969,1000,3,6,20180212111440,0,0
6980d31e-650d-4e52-9e4b-6364dc1fe8a2,6969,1000,5,1,20180212111440,0,0
a5d95039-1ee2-4617-ad34-3d4950402046,6969,1000,0,2,20180212111440,0,0
b72d8dcf-a238-4be8-a89d-b655553c9d93,6969,1000,6,2,20180212111440,0,0
814b4511-008b-47db-bc7a-70ec538e5643,6969,1000,6,3,20180212111440,0,0
625f1939-373e-4f14-9408-990df5368d09,6969,1000,5,3,20180212111440,0,0
37386f22-ef42-438f-9eca-1e2e36f6f962,6969,1000,5,2,20180212111440,0,0
e1df6e00-cfc4-4e4d-9870-cad8277d5ef3,6969,1000,3,4,20180212111440,0,0
1cb191f0-b69a-45e4-870c-612b7158cf27,6969,1000,2,3,20180212111440,0,0
6888eee6-73f8-41f8-abcd-b439eada2cfd,6969,1000,0,6,20180212111440,0,0
5ad7a639-21b8-4eb2-9fac-2b7dfd1549fb,6969,1000,3,4,20180212111440,0,0
75adb95d-9f84-411a-8a6b-7b4098726bee,6969,1000,4,5,20180212111440,0,0
8a32056a-5806-4b5d-92ae-fec2769f5188,6969,1000,6,1,20180212111440,0,0
1c994edd-0e0c-4c33-8ad2-3a5caa011dd1,6969,1000,0,4,20180212111440,0,0
c0a8ee40-c619-42db-8cd7-40477146276e,6969,1000,4,2,20180212111440,0,0
0dcc9baf-2489-40ba-8e3c-c3063f0f372c,6969,1000,6,3,20180212111440,0,0
3c77c00a-c7a8-4e8a-bb67-48cdb9597b48,6969,1000,3,4,20180212111440,0,0
d3198908-5a9a-4ecd-9192-dcc9d30ec028,6969,1000,5,0,20180212111440,0,0
0a370079-b77e-4755-b1f7-41b3f9559e20,6969,1000,4,5,20180212111440,0,0
6aa05890-3084-40d0-9e30-7c6af9b011b8,6969,1000,5,5,20180212111440,0,0
0acb9942-d859-413a-a54b-298c59919fd6,6969,1000,0,6,20180212111440,0,0
3a728504-8996-4f08-9ab2-548ea08bb05f,6969,1000,1,0,20180212111440,0,0
0b7526af-ab9a-4e56-997d-bef1b9064b8d,6969,1000,3,6,20180212111440,0,0
6c053d27-e443-4a7d-ad46-7ccf9a4978de,6969,1000,6,4,20180212111440,0,0
f3b5625a-d787-4d47-b298-9efed9ee0704,6969,1000,2,0,20180212111440,0,0
a00977e6-0c44-4d97-a650-0e0498f708c7,6969,1000,2,4,20180212111440,0,0
3703cae9-2c04-49f9-86c7-dd2ff0e23973,6969,1000,1,1,20180212111440,0,0
0f57b307-f377-4a5b-9da5-675f01a2c288,6969,1000,4,5,20180212111440,0,0
c6430d38-1e1b-4541-80ac-e9e0064cacca,6969,1000,4,4,20180212111440,0,0
6725d23b-899c-471f-84dc-5d56fda70797,6969,1000,2,4,20180212111440,0,0
2e4d3274-e71f-45df-a407-d7009fb31c76,6969,1000,5,1,20180212111440,0,0
f15cfe87-c96d-47b9-8152-0238616f723b,6969,1000,2,6,20180212111440,0,0
fc835308-d91f-44fe-a13a-270e88b5b7ee,6969,1000,4,3,20180212111440,0,0
9d813bfe-41ad-417a-a73a-ac6645e52683,6969,1000,5,4,20180212111440,0,0
48d378ca-a80d-4ccc-a6b3-468fb56ff66d,6969,1000,4,4,20180212111440,0,0
680686ca-483b-4134-94f6-529126f17bc0,6969,1000,3,1,20180212111440,0,0
943abee1-ca64-406f-a84f-2a43bf6ce507,6969,1000,6,0,20180212111440,0,0
d799c74b-b4ca-414f-bd0a-9228a4e13858,6969,1000,1,0,20180212111440,0,0
015c4dcb-c7fd-4697-b562-7e7a405e5361,6969,1000,3,0,20180212111440,0,0
16f86dcc-9fa7-4c61-8fb5-c0327a659a37,6969,1000,6,1,20180212111440,0,0
60ea294f-3735-4ec7-b183-08c1b93b6a57,6969,1000,2,2,20180212111440,0,0
a289fee3-489f-453b-8092-6f68b98a0e48,6969,1000,0,3,20180212111440,0,0
5034d798-c8a4-46f6-b871-d2c27e940403,6969,1000,5,0,20180212111440,0,0
6fb8f75d-421e-4f1c-8d78-bebea7659b50,6969,1000,2,6,20180212111440,0,0
eaa169ba-1cc5-4c1f-9875-4f8c43f57714,6969,1000,1,1,20180212111440,0,0
d97a1c5d-c500-499f-82ac-dab46d6c9a76,6969,1000,6,0,20180212111440,0,0
d4de812f-0d94-4750-853b-776d435d6c54,6969,1000,0,4,20180212111440,0,0
5c769b64-9a68-4df9-9a86-abc87e60cac0,6969,1000,0,6,20180212111440,0,0
f191eb85-bc70-4cac-97c4-ba8729d06624,6969,1000,1,0,20180212111440,0,0
e17f9a05-1d85-4405-b2a7-eec4eca2800a,6969,1000,0,3,20180212111440,0,0
0e010f26-bccc-4f1b-b38a-38c7e4a65161,6969,1000,1,6,20180212111440,0,0
ef44b197-ff03-4f60-b623-58754c68d7b6,6969,1000,6,4,20180212111440,0,0
b884b4b3-1f8b-4137-8c97-5ae2e7645f1c,6969,1000,2,3,20180212111440,0,0
8a86503d-c744-4de4-8c4a-1f3100827f19,6969,1000,4,4,20180212111440,0,0
cd34923a-fbb2-48da-8b94-568b5c3101d3,6969,1000,6,0,20180212111440,0,0
b3d71887-cd97-4a29-8bb3-6b633da1172a,6969,1000,6,3,20180212111440,0,0
abfd4058-b824-42b7-8cb7-fbe4da8c55f1,6969,1000,6,2,20180212111440,0,0
05902831-6714-4533-bf92-2bd02ffd2854,6969,1000,5,6,20180212111440,0,0
037a35fa-4d8e-4704-a1e7-cf963968d52d,6969,1000,1,1,20180212111440,0,0
12b5fcb7-c81c-437a-b923-d30ddfbccad9,6969,1000,5,2,20180212111440,0,0
e8f8b8a2-28b9-498f-824e-6fe166015335,6969,1000,0,3,20180212111440,0,0
1113f2c9-7c13-47ad-bb75-243c65698c4c,6969,1000,2,3,20180212111440,0,0
3c745868-7d2d-4755-bdf0-db1334b97cc5,6969,1000,1,2,20180212111440,0,0
bd65b243-9d4e-4acb-8c71-360d57c2c3e4,6969,1000,3,5,20180212111440,0,0
ec8e88a3-accf-43f9-a76c-ea6e5bcd4f98,6969,1000,5,3,20180212111440,0,0
f3ccff61-e22a-4d04-bb65-1f2864bb9b52,6969,1000,5,4,20180212111440,0,0
217c6a2c-1006-474b-93f4-fe91e1e2fa89,6969,1000,6,6,20180212111440,0,0
a1a2606d-fc09-4933-9eed-dfeb5172556e,6969,1000,0,5,20180212111440,0,0
2ff55152-79d8-4dca-b208-e66ef203b46d,6969,1000,2,0,20180212111440,0,0
534cd8e8-e25e-48a8-8e8e-07087a49bbff,6969,1000,0,3,20180212111440,0,0
70044ba8-7abd-4145-b1ef-891901aa2abe,6969,1000,3,1,20180212111440,0,0
fc5d3ac8-d458-401f-b44c-7679c8c31c17,6969,1000,2,1,20180212111440,0,0
0a873285-273b-4d06-aba9-ae1870901d28,6969,1000,5,0,20180212111440,0,0
ea7bb8fa-5385-4708-9d26-f40ecd7fb78d,6969,1000,5,0,20180212111440,0,0
651d204a-10ba-45b5-a31a-8e28d3c252ac,6969,1000,5,0,20180212111440,0,0
035bda76-456d-49bc-8eab-56784242e65f,6969,1000,1,4,20180212111440,0,0
0bd44588-847d-4ff1-8c83-fa769b816626,6969,1000,0,1,20180212111440,0,0
4b8d16ca-36e5-40f0-a1fe-593383fd324b,6969,1000,4,3,20180212111440,0,0
84f43174-d92c-4dc1-9790-701882c5532a,6969,1000,5,6,20180212111440,0,0
cb70b4c5-8e05-4040-b3ab-01be865d0957,6969,1000,1,1,20180212111440,0,0
76c8f4cc-c687-4ddf-bcea-10b7b2d4d18d,6969,1000,0,1,20180212111440,0,0
e701c344-290c-4a70-9021-7bff55097da4,6969,1000,2,4,20180212111440,0,0
fbdc0c8e-82a8-4628-b6c8-b12f13bfa247,6969,1000,4,3,20180212111440,0,0
0ce77e8c-a2ed-47fb-8ccf-7fae4d8765e2,6969,1000,1,5,20180212111440,0,0
266b6560-8d70-4116-a0dd-a9e110146d59,6969,1000,3,6,20180212111440,0,0
6a952300-713a-418f-8b0f-94b32dd11782,6969,1000,0,5,20180212111440,0,0
eac2b9ff-eb85-47cd-a9e7-dff838693c23,6969,1000,2,2,20180212111440,0,0
110ab5c6-ba0c-486d-b417-769b26ed2c76,6969,1000,0,0,20180212111440,0,0
bb085b8f-0e6a-4c0b-bf0d-ff292afb405c,6969,1000,6,3,20180212111440,0,0
551146b6-d0e0-43a1-a1d9-2ef17561d7b1,6969,1000,3,6,20180212111440,0,0
abdf7c5a-fb4b-45bc-8a35-efb20352922b,6969,1000,5,6,20180212111440,0,0
